1	1	1866
1	2	748
2	1	1404
3	1	803
4	1	2472
5	1	2231
6	1	147
7	1	77
8	1	206
11	1	407
12	1	7872
13	1	3476
15	1	1204
16	1	429
17	1	381
18	1	658
19	1	1532
20	1	803
21	1	268
22	1	1446
22	2	742
23	1	830
24	1	3
25	1	492
26	1	33
28	1	1291
30	1	230
31	1	608
32	1	1115
32	2	646
33	1	44
34	1	5
35	1	439
36	1	619
37	1	1106
38	1	956
39	1	344
40	1	882
41	1	2198
42	1	3985
43	1	1564
44	1	887
44	2	15
44	3	7
45	1	1918
46	1	1566
47	1	2169
48	1	1421
49	1	126
50	1	411
51	1	975
52	1	5
53	1	712
54	1	12
57	1	2424
58	1	1112
59	1	191
60	1	2162
60	2	423
61	1	1112
61	2	21
62	1	337
63	1	1007
64	1	9365
65	1	294
66	1	63
68	1	493
69	1	514
70	1	557
71	1	886
72	1	364
73	1	901
74	1	958
74	2	841
75	1	164
76	1	1400
77	1	282
78	1	563
80	1	1453
81	1	1887
82	1	66
83	1	617
86	1	214
87	1	1054
88	1	99
90	1	1964
91	1	198
92	1	2620
93	1	9
94	1	284
95	1	49
96	1	451
96	2	129
97	1	723
98	1	219
99	1	200
100	1	7
101	1	508
102	1	1864
103	1	374
105	1	18
107	1	26
109	1	175
109	2	86
110	1	235
111	1	1519
111	2	448
111	3	91
111	4	14
111	5	10
111	6	13
111	7	6
111	8	9
112	1	560
112	2	157
112	3	55
112	4	34
112	5	20
112	6	6
113	1	1687
114	1	609
115	1	296
116	1	192
117	1	172
118	1	243
120	1	475
121	1	213
123	1	214
124	1	5717
124	2	312
125	1	561
127	1	996
128	1	222
129	1	1197
130	1	1814
130	2	1195
131	1	1692
132	1	179
133	1	608
134	1	637
135	1	857
136	1	316
137	1	650
138	1	13
139	1	160
140	1	790
142	1	10
144	1	414
147	1	188
149	1	58
151	1	97
152	1	14
153	1	33
154	1	6
155	1	1267
156	1	940
157	1	437
158	1	59
159	1	1060
160	1	770
161	1	1410
162	1	249
163	1	198
164	1	10
166	1	1535
168	1	405
169	1	79
170	1	446
172	1	33
173	1	1904
174	1	5727
175	1	311
176	1	1324
177	1	1157
180	1	264
181	1	120
182	1	152
183	1	218
184	1	1061
185	1	1616
185	2	240
186	1	542
187	1	1421
187	2	951
189	1	2216
190	1	183
192	1	235
193	1	57
194	1	2080
194	2	301
195	1	1453
195	2	968
196	1	19
196	2	25
198	1	1625
199	1	901
200	1	5
201	1	520
202	1	659
203	1	388
204	1	244
205	1	274
206	1	314
207	1	1351
208	1	920
209	1	277
210	1	66
