0	1.0	1.0	1.0	1.0	0.8833333333333333	1.0	0.95	1.0	1.0	1.0	0.8833333333333333	1.0	1.0	1.0	1.0	1.0	0.8833333333333333	1.0	1.0	1.0	0.8833333333333333	1.0	0.8833333333333333	1.0	0.95	1.0	1.0	0.8666666666666667	1.0	1.0	0.9333333333333333	0.8833333333333333	1.0	0.9333333333333333	1.0	0.8833333333333333	1.0	1.0	0.8833333333333333	0.8833333333333333	1.0	1.0	1.0	1.0	1.0	0.8833333333333333	1.0	1.0	0.8833333333333333	1.0	1.0	0.8833333333333333	1.0	0.9666666666666667	1.0	1.0	0.95	1.0	0.8833333333333333	1.0	0.8833333333333333	1.0	
1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
1.0	1.0	0	1.0	0.9761904761904762	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9047619047619048	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9761904761904762	0.9047619047619048	1.0	1.0	1.0	1.0	1.0	1.0	0.8809523809523809	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8333333333333334	1.0	1.0	
1.0	1.0	1.0	0	1.0	1.0	1.0	0.8857142857142857	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9714285714285714	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9714285714285714	1.0	1.0	0.9714285714285714	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
1.0	1.0	0.9761904761904762	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8333333333333334	1.0	1.0	1.0	0.9761904761904762	1.0	0.875	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8928571428571429	1.0	1.0	0.9761904761904762	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8333333333333334	1.0	1.0	1.0	1.0	1.0	1.0	0.9761904761904762	1.0	1.0	0.875	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
0.8833333333333333	1.0	1.0	1.0	1.0	0	1.0	0.9814814814814815	1.0	1.0	1.0	0.8833333333333333	1.0	0.9675925925925926	1.0	1.0	1.0	0.9375	1.0	1.0	1.0	0.9259259259259259	1.0	0.9567901234567902	1.0	0.9625	1.0	1.0	0.9567901234567902	1.0	1.0	0.9814814814814815	0.8981481481481481	1.0	0.9814814814814815	1.0	0.8717948717948718	1.0	1.0	0.9102564102564102	0.8717948717948718	1.0	0.975	1.0	1.0	1.0	0.8833333333333333	1.0	1.0	0.9208333333333333	1.0	1.0	0.9567901234567902	1.0	0.9912280701754386	1.0	1.0	0.95	1.0	0.9567901234567902	1.0	0.9567901234567902	1.0	
1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8461538461538461	1.0	1.0	1.0	1.0	0.9259259259259259	1.0	1.0	1.0	1.0	1.0	0.7586206896551724	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9305555555555556	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
0.95	1.0	1.0	0.8857142857142857	1.0	0.9814814814814815	1.0	0	1.0	1.0	1.0	0.95	1.0	1.0	0.8695652173913043	1.0	1.0	0.8765432098765432	1.0	1.0	1.0	0.9814814814814815	1.0	0.8703703703703703	1.0	0.9691358024691358	1.0	1.0	0.8209876543209876	1.0	1.0	0.808641975308642	0.9629629629629629	1.0	0.808641975308642	1.0	0.9807692307692307	1.0	1.0	0.9358974358974359	0.9807692307692307	1.0	0.9666666666666667	1.0	1.0	1.0	0.9333333333333333	1.0	1.0	0.9753086419753086	1.0	1.0	0.8765432098765432	1.0	1.0	1.0	1.0	0.9382716049382716	1.0	0.8765432098765432	1.0	0.8765432098765432	1.0	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9111111111111111	1.0	1.0	1.0	0.7714285714285715	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
