0	1.0	0.8888888888888888	1.0	0.8133333333333334	1.0	1.0	1.0	0.9743589743589743	0.8782051282051282	1.0	1.0	
1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.96875	1.0	1.0	1.0	
0.8888888888888888	1.0	0	1.0	0.6666666666666666	1.0	1.0	1.0	1.0	0.9222222222222223	1.0	1.0	
1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.7307692307692307	1.0	1.0	1.0	
0.8133333333333334	1.0	0.6666666666666666	1.0	0	1.0	1.0	1.0	1.0	0.7533333333333333	1.0	1.0	
1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	0.9655172413793104	1.0	1.0	
1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	
0.9743589743589743	0.96875	1.0	0.7307692307692307	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	
0.8782051282051282	1.0	0.9222222222222223	1.0	0.7533333333333333	0.9655172413793104	1.0	1.0	1.0	0	0.71875	0.9655172413793104	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.71875	0	1.0	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9655172413793104	1.0	0	
