0	NaN	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	NaN	NaN	0.0	1.0	NaN	
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1.0	NaN	0	1.0	1.0	0.4782608695652174	1.0	1.0	0.4782608695652174	0.6111111111111112	0.6956521739130435	NaN	NaN	0.4782608695652174	1.0	NaN	
0.0	NaN	1.0	0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	NaN	NaN	0.0	1.0	NaN	
1.0	NaN	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	NaN	NaN	1.0	1.0	NaN	
1.0	NaN	0.4782608695652174	1.0	1.0	0	1.0	1.0	0.4782608695652174	0.6111111111111112	0.6956521739130435	NaN	NaN	0.4782608695652174	1.0	NaN	
0.0	NaN	1.0	0.0	1.0	1.0	0	1.0	0.0	0.0	1.0	NaN	NaN	0.0	1.0	NaN	
1.0	NaN	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	NaN	NaN	1.0	1.0	NaN	
0.0	NaN	0.4782608695652174	0.0	1.0	0.4782608695652174	0.0	1.0	0	0.0	0.6956521739130435	NaN	NaN	0.0	1.0	NaN	
0.0	NaN	0.6111111111111112	0.0	1.0	0.6111111111111112	0.0	1.0	0.0	0	0.8888888888888888	NaN	NaN	0.0	1.0	NaN	
1.0	NaN	0.6956521739130435	1.0	1.0	0.6956521739130435	1.0	1.0	0.6956521739130435	0.8888888888888888	0	NaN	NaN	0.6956521739130435	1.0	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	
0.0	NaN	0.4782608695652174	0.0	1.0	0.4782608695652174	0.0	1.0	0.0	0.0	0.6956521739130435	NaN	NaN	0	1.0	NaN	
1.0	NaN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NaN	NaN	1.0	0	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	
