0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8153526970954357	1.0	1.0	0.9524390243902439	1.0	1.0	1.0	1.0	1.0	0.9440559440559441	1.0	1.0	0.9347319347319347	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9176755447941889	1.0	0.9254079254079254	1.0	1.0	1.0	0.9382284382284383	0.9277389277389277	1.0	1.0	1.0	1.0	1.0	0.9289044289044289	1.0	0.9254079254079254	1.0	1.0	1.0	0.9277389277389277	1.0	1.0	1.0	1.0	1.0	0.9918414918414918	1.0	0.9393939393939394	0.9382284382284383	0.9300699300699301	1.0	0.9230769230769231	1.0	1.0	0.9312354312354313	1.0	1.0	1.0	1.0	0.9300699300699301	1.0	1.0	1.0	1.0	1.0	1.0	0.914918414918415	1.0	1.0	1.0	1.0	0.9452214452214452	1.0	1.0	1.0	1.0	0.9696969696969697	0.9440559440559441	1.0	1.0	0.9452214452214452	1.0	1.0	1.0	1.0	0.9300699300699301	
1.0	0	0.9988399071925754	1.0	1.0	1.0	0.9983974358974359	1.0	1.0	1.0	1.0	1.0	0.8350253807106599	1.0	1.0	1.0	1.0	1.0	0.9524361948955916	1.0	1.0	1.0	0.7937649880095923	1.0	1.0	1.0	0.9988399071925754	0.8317535545023697	1.0	1.0	1.0	0.820185614849188	1.0	1.0	1.0	1.0	0.8364269141531323	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8248259860788864	1.0	1.0	1.0	0.8155452436194895	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.834106728538283	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7900232018561485	1.0	1.0	1.0	1.0	1.0	1.0	0.7610208816705336	1.0	1.0	0.9976798143851509	1.0	1.0	1.0	0.8329466357308585	0.8526682134570766	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8329466357308585	0.877030162412993	1.0	
1.0	0.9988399071925754	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.977922077922078	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9824175824175824	1.0	1.0	1.0	1.0	0.9824175824175824	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9835164835164835	1.0	1.0	1.0	1.0	1.0	1.0	0.9988344988344988	1.0	1.0	1.0	1.0	1.0	0.9494505494505494	1.0	1.0	1.0	1.0	0.9956043956043956	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
1.0	1.0	1.0	1.0	0	1.0	1.0	0.9984025559105432	1.0	0.9891304347826086	1.0	1.0	1.0	1.0	0.9906890130353817	0.9984472049689441	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.994579945799458	1.0	1.0	1.0	0.9985074626865672	1.0	1.0	0.983739837398374	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9959349593495935	0.9986449864498645	0.994579945799458	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.978319783197832	1.0	1.0	1.0	1.0	1.0	0.9932249322493225	1.0	1.0	1.0	1.0	1.0	1.0	0.994579945799458	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9932249322493225	1.0	1.0	1.0	
1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9838709677419355	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9936224489795918	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9948979591836735	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9936224489795918	1.0	1.0	1.0	1.0	1.0	0.9948979591836735	1.0	1.0	0.9961734693877551	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9961734693877551	1.0	1.0	1.0	1.0	
1.0	0.9983974358974359	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9887820512820513	1.0	1.0	0.8285256410256411	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7868589743589743	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8173076923076923	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9983974358974359	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
1.0	1.0	1.0	1.0	0.9984025559105432	1.0	1.0	0	1.0	0.9601449275362319	1.0	1.0	1.0	1.0	0.9981378026070763	0.84185303514377	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9984025559105432	1.0	1.0	1.0	0.8210862619808307	1.0	1.0	0.9984025559105432	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9824281150159745	0.9616613418530351	0.9984025559105432	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9984025559105432	1.0	1.0	1.0	1.0	1.0	0.9984025559105432	1.0	1.0	1.0	1.0	1.0	1.0	0.9984025559105432	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9968051118210862	1.0	1.0	1.0	
0.8153526970954357	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.921161825726141	1.0	1.0	1.0	1.0	1.0	0.9045643153526971	1.0	1.0	0.8900414937759336	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8526970954356846	1.0	0.8692946058091287	0.995850622406639	1.0	1.0	0.8900414937759336	0.8713692946058091	0.995850622406639	1.0	1.0	1.0	1.0	0.8672199170124482	1.0	0.8692946058091287	1.0	1.0	1.0	0.8692946058091287	1.0	0.995850622406639	1.0	1.0	1.0	1.0	1.0	0.8858921161825726	0.8941908713692946	0.8692946058091287	0.9979253112033195	0.8589211618257261	1.0	1.0	0.8713692946058091	1.0	1.0	1.0	1.0	0.8713692946058091	1.0	1.0	0.995850622406639	1.0	1.0	1.0	0.7987551867219918	1.0	1.0	0.995850622406639	1.0	0.8858921161825726	1.0	1.0	0.9979253112033195	1.0	0.946058091286307	0.8755186721991701	1.0	1.0	0.8858921161825726	1.0	1.0	0.9979253112033195	0.9979253112033195	0.8485477178423236	
1.0	1.0	1.0	1.0	0.9891304347826086	1.0	1.0	0.9601449275362319	1.0	0	1.0	1.0	0.9963768115942029	1.0	0.9855072463768116	0.9565217391304348	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9855072463768116	1.0	1.0	1.0	0.9565217391304348	1.0	1.0	0.9855072463768116	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.822463768115942	0.9601449275362319	0.9855072463768116	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9855072463768116	1.0	1.0	1.0	1.0	1.0	0.9855072463768116	1.0	1.0	1.0	1.0	1.0	1.0	0.9855072463768116	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9855072463768116	1.0	1.0	1.0	
