1	1	1111
1	2	5
2	1	570
3	1	1447
4	1	1005
5	1	1824
5	2	12
6	1	93
7	1	3351
7	2	6
7	3	4
7	4	3
8	1	1119
9	1	415
10	1	358
11	1	454
12	1	7979
12	2	4
12	3	6
12	4	3
13	1	5602
15	1	1815
16	1	30
17	1	1
18	1	773
19	1	992
20	1	639
21	1	5917
21	2	3
22	1	9923
22	2	3
22	3	3
22	4	3
23	1	580
24	1	837
25	1	1173
26	1	398
27	1	25
28	1	923
29	1	1
30	1	482
30	2	96
30	3	84
30	4	20
30	5	14
30	6	12
31	1	2149
32	1	2435
33	1	171
34	1	258
35	1	1012
36	1	98
37	1	890
38	1	2090
39	1	93
40	1	5028
41	1	3223
42	1	6227
43	1	5618
44	1	5608
44	2	14
44	3	9
44	4	3
45	1	1168
46	1	1055
47	1	6110
48	1	2092
49	1	1503
50	1	375
51	1	2758
52	1	690
53	1	1310
53	2	3
54	1	612
55	1	211
56	1	61
57	1	2672
57	2	3542
57	3	182
57	4	29
57	5	16
57	6	4
57	7	3
58	1	1747
59	1	1316
60	1	6112
61	1	2190
61	2	4
62	1	275
63	1	88
64	1	10147
64	2	3
65	1	1713
66	1	171
68	1	2457
69	1	19
70	1	632
71	1	770
72	1	3
73	1	1806
74	1	1793
75	1	670
75	2	111
76	1	1206
77	1	1458
78	1	831
79	1	283
80	1	1549
81	1	2605
83	1	313
84	1	72
85	1	2692
86	1	1171
87	1	1538
88	1	274
89	1	3
90	1	2475
90	2	4
91	1	323
92	1	7219
93	1	458
94	1	2411
95	1	583
96	1	2181
97	1	208
97	2	5
98	1	483
99	1	1047
101	1	506
102	1	3607
102	2	9
103	1	139
104	1	1486
105	1	114
107	1	329
108	1	129
108	2	4
109	1	279
110	1	196
111	1	1267
111	2	756
112	1	777
113	1	4113
114	1	920
115	1	2410
116	1	1982
117	1	2140
118	1	707
119	1	135
120	1	174
120	2	210
120	3	35
121	1	101
122	1	242
123	1	442
124	1	871
125	1	581
126	1	69
127	1	124
128	1	1112
129	1	1827
130	1	1417
130	2	1411
131	1	920
132	1	17
133	1	69
134	1	130
135	1	637
136	1	90
137	1	917
138	1	7
139	1	2251
140	1	692
140	2	4
141	1	807
142	1	2
143	1	191
144	1	967
145	1	352
146	1	2597
147	1	751
149	1	69
150	1	273
150	2	3
151	1	214
152	1	192
153	1	210
154	1	617
155	1	948
156	1	1401
157	1	2911
158	1	66
159	1	1465
159	2	3
159	3	4
160	1	1505
161	1	877
162	1	444
163	1	375
164	1	92
165	1	20
166	1	1749
166	2	518
167	1	414
168	1	1368
169	1	1632
170	1	1897
171	1	273
172	1	56
173	1	2880
174	1	7807
174	2	561
175	1	561
176	1	1781
177	1	1218
178	1	651
179	1	30
180	1	16
181	1	913
182	1	815
183	1	800
184	1	3602
185	1	280
185	2	245
186	1	1713
186	2	1435
186	3	369
186	4	45
186	5	15
186	6	9
187	1	487
188	1	314
189	1	732
190	1	366
191	1	48
192	1	263
193	1	220
194	1	16130
194	2	6
194	3	3
194	4	3
194	5	3
194	6	9
195	1	3966
196	1	78
197	1	86
198	1	3792
199	1	720
200	1	256
201	1	2635
201	2	604
201	3	6
202	1	204
203	1	317
204	1	524
205	1	71
206	1	150
