1	1	2140
1	2	8
1	3	3
2	1	1382
3	1	1102
4	1	2232
5	1	911
6	1	263
7	1	2097
8	1	893
9	1	279
10	1	236
11	1	475
12	1	5403
13	1	2430
13	2	4
15	1	760
16	1	353
17	1	212
18	1	489
19	1	1221
19	2	3
20	1	680
21	1	1578
21	2	6
22	1	4825
22	2	3
23	1	1338
24	1	757
24	2	4
25	1	1183
26	1	229
27	1	446
28	1	954
29	1	83
30	1	375
30	2	330
30	3	168
30	4	18
31	1	469
32	1	1570
33	1	250
34	1	144
35	1	922
36	1	728
37	1	695
38	1	1797
39	1	427
40	1	1635
40	2	6
41	1	827
42	1	2254
43	1	1540
44	1	1907
45	1	816
46	1	1477
47	1	2476
47	2	10
48	1	1803
49	1	1706
49	2	38
49	3	11
50	1	961
51	1	1344
52	1	420
53	1	1336
54	1	366
54	2	215
55	1	217
57	1	2122
58	1	1364
59	1	1641
60	1	2197
61	1	1884
62	1	472
63	1	152
64	1	4008
65	1	1373
66	1	282
68	1	872
69	1	686
70	1	582
71	1	379
72	1	778
73	1	1670
74	1	1047
75	1	586
76	1	1566
77	1	245
78	1	406
79	1	73
80	1	1842
81	1	1247
82	1	80
83	1	284
84	1	381
84	2	26
85	1	297
86	1	859
87	1	1359
88	1	573
89	1	77
89	2	21
90	1	931
91	1	543
92	1	3456
92	2	8
93	1	301
94	1	696
95	1	542
96	1	2290
97	1	1203
98	1	820
99	1	527
100	1	50
101	1	432
102	1	1771
103	1	40
104	1	684
105	1	39
106	1	41
107	1	274
108	1	501
109	1	503
110	1	137
111	1	990
111	2	550
111	3	6
112	1	540
113	1	1407
114	1	655
115	1	671
116	1	1202
117	1	1609
118	1	41
119	1	86
120	1	59
120	2	16
121	1	193
122	1	89
123	1	241
124	1	930
125	1	908
126	1	638
127	1	791
128	1	144
128	2	16
128	3	21
128	4	16
129	1	913
130	1	1163
131	1	844
132	1	159
133	1	569
134	1	393
135	1	1064
137	1	734
138	1	3
139	1	507
140	1	270
141	1	105
142	1	91
143	1	50
144	1	437
145	1	113
146	1	1487
147	1	438
148	1	99
149	1	48
150	1	88
151	1	99
151	2	80
152	1	509
153	1	250
154	1	308
155	1	1041
156	1	1021
157	1	893
158	1	117
159	1	1274
160	1	752
161	1	738
162	1	327
163	1	275
164	1	52
165	1	25
166	1	1376
167	1	63
168	1	625
169	1	665
169	2	161
170	1	796
171	1	63
172	1	218
173	1	1878
174	1	2018
175	1	99
176	1	1113
177	1	953
178	1	246
179	1	1
181	1	107
182	1	488
183	1	1265
184	1	3375
185	1	984
185	2	437
186	1	1449
186	2	545
186	3	149
186	4	6
186	5	4
187	1	249
188	1	469
189	1	939
190	1	525
191	1	63
192	1	267
193	1	383
194	1	5740
194	2	19
194	3	8
194	4	5
195	1	1634
195	2	6
196	1	260
197	1	33
198	1	1497
199	1	467
200	1	186
201	1	986
202	1	261
203	1	226
204	1	420
205	1	305
206	1	227
207	1	1437
208	1	1629
209	1	470
210	1	85
211	1	153
212	1	155
213	1	280
214	1	61
215	1	32
216	1	14
217	1	650
218	1	682
219	1	626
219	2	22
220	1	854
221	1	347
222	1	470
223	1	754
224	1	754
226	1	512
227	1	1000
228	1	886
229	1	260
230	1	328
231	1	1621
232	1	671
233	1	1760
233	2	8
234	1	685
235	1	1075
236	1	941
237	1	8
238	1	1
239	1	218
240	1	49
241	1	1580
242	1	542
243	1	40
244	1	82
245	1	732
245	2	426
245	3	162
245	4	106
245	5	72
245	6	61
246	1	485
247	1	677
248	1	1583
249	1	1123
250	1	29
251	1	1215
252	1	1369
252	2	353
253	1	769
254	1	709
255	1	340
256	1	639
257	1	656
258	1	1225
258	2	370
259	1	1010
260	1	420
261	1	800
262	1	564
263	1	160
264	1	98
265	1	157
266	1	17
267	1	472
268	1	297
269	1	579
270	1	914
271	1	411
272	1	158
273	1	195
274	1	54
275	1	86
276	1	497
277	1	386
278	1	854
279	1	379
280	1	767
281	1	1042
282	1	586
283	1	141
284	1	2565
284	2	77
285	1	759
286	1	1882
287	1	912
289	1	439
290	1	226
291	1	93
291	2	14
291	3	3
292	1	185
294	1	40
295	1	124
296	1	383
297	1	303
298	1	111
299	1	180
301	1	2478
303	1	784
303	2	482
304	1	472
305	1	304
306	1	29
307	1	19
308	1	174
309	1	1213
310	1	806
311	1	53
312	1	248
313	1	7
314	1	30
315	1	49
316	1	1
317	1	8
317	2	5
318	1	5
318	2	15
319	1	1868
320	1	143
321	1	1777
322	1	45
323	1	98
324	1	177
325	1	4117
326	1	1007
327	1	57
328	1	205
329	1	508
330	1	213
331	1	657
332	1	1014
333	1	104
334	1	2706
335	1	1912
336	1	1280
337	1	461
338	1	542
340	1	354
341	1	427
342	1	579
343	1	212
344	1	1007
344	2	48
345	1	57
346	1	2061
347	1	848
349	1	956
350	1	972
351	1	882
352	1	987
353	1	507
354	1	2065
355	1	960
356	1	1060
357	1	522
358	1	84
359	1	96
360	1	1056
361	1	838
362	1	851
363	1	798
364	1	458
365	1	647
365	2	245
365	3	39
365	4	3
366	1	170
367	1	441
368	1	1043
369	1	358
370	1	276
371	1	672
372	1	380
373	1	388
374	1	489
375	1	712
376	1	568
377	1	669
378	1	634
379	1	1063
380	1	202
381	1	969
382	1	692
383	1	6375
383	2	6
384	1	371
385	1	696
386	1	2368
387	1	6663
388	1	3797
389	1	2447
390	1	1102
391	1	1195
392	1	947
393	1	1522
394	1	497
395	1	81
396	1	2138
399	1	262
400	1	441
401	1	749
403	1	3841
404	1	3017
405	1	845
406	1	100
407	1	141
408	1	164
409	1	537
410	1	381
411	1	140
412	1	164
413	1	210
414	1	426
415	1	291
416	1	3331
417	1	1762
417	2	59
417	3	12
417	4	6
418	1	81
419	1	2032
420	1	724
420	2	335
420	3	242
421	1	2726
421	2	2421
421	3	521
422	1	41
423	1	996
424	1	692
425	1	3
426	1	940
427	1	932
428	1	743
429	1	625
430	1	1829
431	1	391
432	1	563
433	1	143
433	2	138
433	3	81
433	4	3
434	1	709
434	2	62
435	1	860
435	2	58
436	1	78
436	2	51
437	1	633
437	2	289
438	1	562
438	2	369
439	1	411
439	2	186
440	1	1389
440	2	709
441	1	1172
442	1	774
443	1	22
444	1	882
445	1	311
446	1	64
447	1	771
448	1	574
449	1	748
450	1	955
450	2	896
450	3	202
450	4	7
451	1	778
452	1	1435
452	2	6
453	1	1510
454	1	187
455	1	481
456	1	227
457	1	414
458	1	2143
459	1	985
459	2	459
459	3	319
459	4	211
459	5	225
459	6	228
459	7	32
459	8	12
460	1	1056
461	1	387
462	1	23
463	1	1390
463	2	88
467	1	697
468	1	675
469	1	585
470	1	312
471	1	269
472	1	1905
473	1	630
474	1	740
475	1	88
