0	1.0	1.0	1.0	0.4438202247191011	0.7876712328767124	0.8146067415730337	0.5319148936170213	0.6666666666666666	0.4126984126984127	0.5617977528089888	0.6	0.4887640449438202	0.550561797752809	1.0	0.7112676056338029	0.7962962962962963	0.58	0.5533333333333333	0.7040816326530612	0.5533333333333333	0.7246376811594203	0.5533333333333333	0.5692307692307692	0.88	0.5692307692307692	0.6866666666666666	0.7666666666666667	0.7894736842105263	0.4887640449438202	0.5533333333333333	0.797752808988764	0.601123595505618	0.8311688311688312	1.0	0.7191011235955056	0.5533333333333333	0.5869565217391305	
1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
0.4438202247191011	1.0	1.0	1.0	0	0.7054794520547946	0.7528089887640449	0.40425531914893614	0.5866666666666667	0.2777777777777778	0.449438202247191	0.48	0.3651685393258427	0.4550561797752809	1.0	0.7816901408450704	0.6851851851851852	0.46	0.43333333333333335	0.5816326530612245	0.43333333333333335	0.6739130434782609	0.43333333333333335	0.46923076923076923	0.8	0.46923076923076923	0.6	0.5533333333333333	0.3157894736842105	0.2696629213483146	0.43333333333333335	0.7191011235955056	0.4943820224719101	0.7337662337662337	1.0	0.6235955056179775	0.43333333333333335	0.47101449275362317	
0.7876712328767124	1.0	1.0	1.0	0.7054794520547946	0	0.0136986301369863	0.5106382978723404	0.410958904109589	0.4126984126984127	0.547945205479452	0.4246575342465753	0.4520547945205479	0.410958904109589	1.0	0.7887323943661971	0.6481481481481481	0.4589041095890411	0.4657534246575342	0.0	0.4657534246575342	0.6956521739130435	0.4657534246575342	0.36923076923076925	0.6027397260273972	0.36923076923076925	0.5	0.8835616438356164	0.0	0.678082191780822	0.4657534246575342	0.7808219178082192	0.410958904109589	0.4589041095890411	0.9629629629629629	0.2191780821917808	0.4657534246575342	0.6956521739130435	
0.8146067415730337	1.0	1.0	1.0	0.7528089887640449	0.0136986301369863	0	0.5106382978723404	0.38666666666666666	0.40476190476190477	0.6067415730337079	0.42	0.5280898876404494	0.4943820224719101	1.0	0.7605633802816901	0.5925925925925926	0.4533333333333333	0.46	0.0	0.46	0.6956521739130435	0.46	0.36923076923076925	0.5466666666666666	0.36923076923076925	0.5133333333333333	0.8866666666666667	0.0	0.7303370786516854	0.46	0.8033707865168539	0.449438202247191	0.5	0.9629629629629629	0.25280898876404495	0.46	0.6956521739130435	
0.5319148936170213	1.0	1.0	1.0	0.40425531914893614	0.5106382978723404	0.5106382978723404	0	0.2553191489361702	0.2553191489361702	0.30851063829787234	0.2553191489361702	0.2553191489361702	0.2553191489361702	1.0	0.776595744680851	0.9814814814814815	0.2978723404255319	0.2553191489361702	0.5106382978723404	0.2553191489361702	0.7340425531914894	0.2553191489361702	0.2553191489361702	0.6595744680851063	0.2553191489361702	0.5425531914893617	0.776595744680851	0.21052631578947367	0.3404255319148936	0.2553191489361702	0.9680851063829787	0.2978723404255319	0.723404255319149	1.0	0.5106382978723404	0.2553191489361702	0.46808510638297873	
0.6666666666666666	1.0	1.0	1.0	0.5866666666666667	0.410958904109589	0.38666666666666666	0.2553191489361702	0	0.23809523809523808	0.31333333333333335	0.3	0.22	0.2866666666666667	1.0	0.823943661971831	0.48148148148148145	0.24666666666666667	0.22	0.24489795918367346	0.22	0.7753623188405797	0.22	0.2230769230769231	0.5	0.2230769230769231	0.56	0.7666666666666667	0.0	0.43333333333333335	0.22	0.7533333333333333	0.24666666666666667	0.8066666666666666	0.14814814814814814	0.35333333333333333	0.22	0.5	
0.4126984126984127	1.0	1.0	1.0	0.2777777777777778	0.4126984126984127	0.40476190476190477	0.2553191489361702	0.23809523809523808	0	0.19047619047619047	0.2222222222222222	0.0	0.0	1.0	0.8015873015873016	0.6111111111111112	0.25396825396825395	0.2222222222222222	0.2653061224489796	0.2222222222222222	0.753968253968254	0.2222222222222222	0.2222222222222222	0.6746031746031746	0.2222222222222222	0.5714285714285714	0.7698412698412699	0.0	0.21428571428571427	0.2222222222222222	0.7063492063492064	0.18253968253968253	0.7857142857142857	1.0	0.3888888888888889	0.2222222222222222	0.5476190476190477	
