0	0.7272727272727273	1.0	1.0	0.6363636363636364	1.0	0.45454545454545453	0.6363636363636364	0.0	0.0	1.0	1.0	1.0	
0.7272727272727273	0	1.0	1.0	0.7272727272727273	1.0	0.0	0.7272727272727273	0.7272727272727273	0.7272727272727273	1.0	1.0	1.0	
1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
1.0	1.0	1.0	0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.7272727272727273	1.0	
0.6363636363636364	0.7272727272727273	1.0	1.0	0	1.0	0.6363636363636364	0.45454545454545453	0.6363636363636364	0.6363636363636364	1.0	1.0	1.0	
1.0	1.0	1.0	0.0	1.0	0	1.0	1.0	1.0	1.0	1.0	0.7272727272727273	1.0	
0.45454545454545453	0.0	1.0	1.0	0.6363636363636364	1.0	0	0.7894736842105263	0.45454545454545453	0.45454545454545453	1.0	1.0	1.0	
0.6363636363636364	0.7272727272727273	1.0	1.0	0.45454545454545453	1.0	0.7894736842105263	0	0.6363636363636364	0.6363636363636364	1.0	1.0	0.6842105263157895	
0.0	0.7272727272727273	1.0	1.0	0.6363636363636364	1.0	0.45454545454545453	0.6363636363636364	0	0.0	1.0	1.0	1.0	
0.0	0.7272727272727273	1.0	1.0	0.6363636363636364	1.0	0.45454545454545453	0.6363636363636364	0.0	0	1.0	1.0	1.0	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	
1.0	1.0	1.0	0.7272727272727273	1.0	0.7272727272727273	1.0	1.0	1.0	1.0	1.0	0	1.0	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6842105263157895	1.0	1.0	1.0	1.0	0	
